ACCNUM,X,Y,Index_,YEAR,DATE,TIME,HOUR,STREET1,STREET2,OFFSET,ROAD_CLASS,District,WardNum,Division,LATITUDE,LONGITUDE,LOCCOORD,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,INVAGE,INJURY,FATAL_NO,PEDESTRIAN,CYCLIST,AUTOMOBILE,MOTORCYCLE,TRUCK,TRSN_CITY_VEH,EMERG_VEH,PASSENGER,SPEEDING,AG_DRIV,REDLIGHT,ALCOHOL,DISABILITY,Hood_ID,Neighbourhood,ObjectId
894953,-8835694.037999999,5412690.847,3393766,2006,2006/03/16 05:00:00+00,1710,17,DUNDAS ST E,PEMBROKE ST,,Major Arterial,Toronto and East York,13.0,51,43.658145000000005,-79.37239,Intersection,,Pedestrian Crossover,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,60 to 64,2,,1,0,1,0,0,0,0,0,0,1,0,0,0,73,Moss Park (73),823
895068,-8847126.55,5409367.886,3394058,2006,2006/03/06 05:00:00+00,1828,18,SOUTH KINGSWAY,RIPLEY AVE,,Minor Arterial,Toronto and East York,4.0,11,43.636545,-79.47509000000001,Mid-Block,,No Control,Clear,"Dusk, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,unknown,2,,1,0,1,0,0,0,0,0,0,0,0,0,0,87,High Park-Swansea (87),288
895615,-8837797.976,5409706.281,3395430,2006,2006/04/01 05:00:00+00,2344,23,F G GARDINER XY E  E,SPADINA AVE,,Major Arterial,Toronto and East York,10.0,52,43.638745,-79.39129,Mid-Block,,No Control,Clear,Dark,Dry,Non-Fatal Injury,Rear End,50 to 54,2,,0,0,1,0,0,0,0,1,0,1,0,0,0,77,Waterfront Communities-The Island (77),876
895818,-8831619.743999999,5421142.092999999,3395994,2006,2006/04/02 05:00:00+00,1717,17,DON MILLS RD,GATEWAY BLVD,,Major Arterial,North York,16.0,54,43.713045,-79.33579,Mid-Block,,No Control,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,unknown,2,,0,0,1,0,0,0,0,0,0,0,0,0,1,44,Flemingdon Park (44),878
895926,-8833823.87,5424176.5770000005,3396286,2006,2006/04/04 04:00:00+00,230,2,1340 LESLIE ST,,,Major Arterial,North York,,33,43.732745,-79.35559,Mid-Block,,No Control,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,unknown,2,,0,0,1,0,0,0,0,0,0,0,0,1,0,42,Banbury-Don Mills (42),882
896072,-8840235.873,5417061.747,3396700,2006,2006/04/04 04:00:00+00,1325,13,WALMER RD,HEATH ST W,,Collector,Toronto and East York,12.0,13,43.686545,-79.41319,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,60 to 64,2,,1,0,1,0,0,0,0,0,0,0,0,0,0,101,Forest Hill South (101),884
896606,-8829248.639,5437049.57,3398180,2006,2006/03/16 05:00:00+00,925,9,BIRCHMOUNT RD,SANWOOD BLVD,,Major Arterial,Scarborough,22.0,42,43.816245,-79.31449,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,unknown,2,,0,0,1,0,0,0,0,1,0,1,1,0,0,116,Steeles (116),821
897313,-8860796.582999999,5422574.491,3400043,2006,2006/04/12 04:00:00+00,1813,18,HIGHWAY 27 N  N,HARNESS RD,,Major Arterial,Etobicoke York,1.0,23,43.722345000000004,-79.59789,Mid-Block,At Intersection,No Control,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,unknown,2,,1,0,1,0,0,0,0,0,0,0,0,0,0,1,West Humber-Clairville (1),903
897335,-8844388.09,5413583.328,3400107,2006,2006/03/17 05:00:00+00,642,6,SYMINGTON AVE,ANTLER ST,,Collector,Toronto and East York,9.0,11,43.663945,-79.45049,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,50 to 54,2,,1,0,1,0,0,0,0,0,0,1,0,0,0,93,Dovercourt-Wallace Emerson-Junction (93),825
897348,-8840024.366,5413767.99,3400138,2006,2006/03/17 05:00:00+00,1554,15,BLOOR ST W,BATHURST ST,,Major Arterial,Toronto and East York,11.0,14,43.665145,-79.41129000000001,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,40 to 44,2,,1,0,1,0,0,0,0,0,0,0,0,0,0,95,Annex (95),827
897350,-8817571.225,5426179.574,3400144,2006,2006/04/07 04:00:00+00,1555,15,KINGSTON RD,EGLINTON AVE E,,Major Arterial,Scarborough,24.0,43,43.745745,-79.20959,Mid-Block,,No Control,Rain,Daylight,Wet,Non-Fatal Injury,Rear End,unknown,2,,0,0,1,0,0,0,0,0,1,1,0,0,0,139,Scarborough Village (139),892
897456,-8845300.91,5415199.244,3400443,2006,2006/03/19 05:00:00+00,207,2,ST CLAIR AVE W,BLACKTHORN AVE,,Major Arterial,Toronto and East York,9.0,12,43.674445,-79.45869,Intersection,,No Control,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,unknown,2,,0,0,1,0,0,0,0,1,1,1,0,0,0,91,Weston-Pellam Park (91),839
897664,-8836996.476,5413552.551,3400977,2006,2006/04/15 04:00:00+00,2000,20,YONGE ST,BREADALBANE ST,,Major Arterial,Toronto and East York,13.0,51,43.663745,-79.38409,Intersection,,No Control,Clear,Dark,Dry,Fatal,Pedestrian Collisions,unknown,3,,1,0,1,0,0,0,0,0,0,0,0,0,0,75,Church-Yonge Corridor (75),906
897916,-8825964.714,5422451.266,3401625,2006,2006/04/18 04:00:00+00,1930,19,WARDEN AVE,COMSTOCK RD,,Major Arterial,Scarborough,20.0,41,43.721545,-79.28499000000001,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Angle,unknown,3,,0,0,1,0,0,1,0,1,0,1,1,0,0,120,Clairlea-Birchmount (120),915
898163,-8830350.702,5437574.121,3402271,2006,2006/03/19 05:00:00+00,1743,17,STEELES AVE E,WARDEN AVE,,Major Arterial,Scarborough,22.0,42,43.819645,-79.32439000000001,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,80 to 84,2,,0,0,1,0,0,0,0,1,0,1,1,0,0,116,Steeles (116),845
898340,-8840080.026,5421142.092999999,3402769,2006,2006/04/20 04:00:00+00,843,8,AVENUE RD,CORTLEIGH BLVD,,Major Arterial,North York,8.0,53,43.713045,-79.41179,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Fatal,Cyclist Collisions,unknown,3,,0,1,0,0,1,0,0,0,0,0,0,0,0,103,Lawrence Park South (103),920
898350,-8848896.529,5428907.432,3532639,2006,2006/04/20 04:00:00+00,2053,20,KEELE ST,FINCH AVE W,,Major Arterial,Etobicoke York,,31,43.763445000000004,-79.49099,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Fatal,Cyclist Collisions,unknown,3,,0,1,0,0,1,0,0,0,0,0,0,0,0,27,York University Heights (27),924
898555,-8822235.511,5430248.54,3403317,2006,2006/04/23 04:00:00+00,950,9,MCCOWAN RD,ELLESMERE RD,,Major Arterial,Scarborough,,43,43.772145,-79.25149,Intersection,At Intersection,Traffic Signal,Rain,Daylight,Wet,Non-Fatal Injury,Turning Movement,80 to 84,2,,0,0,1,0,0,0,0,1,1,1,0,0,0,137,Woburn (137),927
898778,-8847449.376,5416446.002,3403891,2006,2006/03/25 05:00:00+00,1139,11,WESTON RD,ROGERS RD,,Major Arterial,Etobicoke York,5.0,12,43.682545000000005,-79.47799,Mid-Block,,No Control,Rain,Daylight,Wet,Non-Fatal Injury,Turning Movement,unknown,2,,0,0,1,0,0,0,0,1,0,0,0,0,0,111,Rockcliffe-Smythe (111),858
898801,-8815578.606,5434473.533,3403953,2006,2006/04/25 04:00:00+00,119,1,MILNER AVE,AUTO MALL DR,,Minor Arterial,Scarborough,25.0,42,43.799545,-79.19169000000001,Intersection,At Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,unknown,2,,0,0,1,0,0,0,0,1,0,0,0,0,0,131,Rouge (131),931
899004,-8841582.839,5422112.403,3404471,2006,2006/04/25 04:00:00+00,1630,16,40 STORMONT AVE,,,Local,North York,8.0,53,43.719345000000004,-79.42529,Mid-Block,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,unknown,2,,1,0,1,0,0,0,0,1,0,0,0,0,0,39,Bedford Park-Nortown (39),945
899126,-8844978.082999999,5415707.1620000005,3404791,2006,2006/03/26 05:00:00+00,1614,16,CALEDONIA RD,NORMAN AVE,,Minor Arterial,Toronto and East York,9.0,13,43.677745,-79.45579000000001,Intersection,,No Control,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,unknown,2,,0,0,1,0,0,0,0,0,0,0,0,0,0,92,Corso Italia-Davenport (92),863
899369,-8840736.811,5413552.551,3405462,2006,2006/03/31 05:00:00+00,1640,16,BLOOR ST W,CHRISTIE ST,,Major Arterial,Toronto and East York,11.0,14,43.663745,-79.41769000000001,Mid-Block,,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,70 to 74,2,,1,0,1,0,0,0,0,0,0,0,0,0,0,95,Annex (95),865
899537,-8849764.821,5416738.475,3405926,2006,2006/04/01 05:00:00+00,2205,22,JANE ST,EGLINTON AVE W,,Major Arterial,Etobicoke York,5.0,12,43.684445000000004,-79.49879,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Sideswipe,unknown,2,,0,0,1,0,0,0,0,1,1,1,0,0,0,115,Mount Dennis (115),870
899747,-8844610.729,5412413.887999999,3406508,2006,2006/04/03 04:00:00+00,1615,16,DUNDAS ST W,BLOOR ST W,,Major Arterial,Toronto and East York,4.0,11,43.656345,-79.45249,Intersection,At Intersection,Traffic Signal,Rain,Daylight,Wet,Non-Fatal Injury,Pedestrian Collisions,75 to 79,2,,1,0,1,0,0,0,0,0,0,0,0,0,0,88,High Park North (88),880
899910,-8837085.531,5412752.395,3406945,2006,2006/04/06 04:00:00+00,1540,15,BAY ST,GERRARD ST W,,Major Arterial,Toronto and East York,11.0,52,43.658545000000004,-79.38489,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,45 to 49,2,,0,1,1,0,0,0,0,0,0,0,0,0,0,76,Bay Street Corridor (76),886
899914,-8843130.18,5420372.078,3406955,2006,2006/04/06 04:00:00+00,1825,18,232 VIEWMOUNT AVE,,,Local,North York,8.0,13,43.708045,-79.43919,Mid-Block,,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,60 to 64,2,,1,0,1,0,0,0,0,0,0,0,0,0,0,32,Englemount-Lawrence (32),888
900010,-8823504.554,5432807.976,3407219,2006,2006/04/08 04:00:00+00,1150,11,4559 SHEPPARD Aven E,,,Major Arterial,Scarborough,23.0,42,43.788745,-79.26289,Mid-Block,,No Control,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,unknown,2,,0,0,0,1,0,0,0,0,0,0,0,0,0,128,Agincourt South-Malvern West (128),894
900117,-8848612.331,5405341.472,3407500,2006,2006/04/29 04:00:00+00,1521,15,DOUGLAS BLVD,LAKE SHORE BLVD W,,Local,Etobicoke York,3.0,22,43.610362,-79.488437,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,20 to 24,2,,0,0,0,1,0,0,0,0,0,0,0,0,0,17,Mimico (includes Humber Bay Shores) (17),965
900120,-8856533.047,5428090.532000001,3603056,2006,2006/04/29 04:00:00+00,2136,21,MILLWICK DR,MILVAN DR,,Collector,Etobicoke York,7.0,31,43.758145,-79.55959,Mid-Block,,No Control,Clear,Dark,Dry,Fatal,SMV Other,unknown,3,,0,0,1,0,0,0,0,1,1,1,0,0,0,21,Humber Summit (21),970
900159,-8825007.367,5415337.765,3407618,2006,2006/04/30 04:00:00+00,857,8,QUEEN ST E,FALLINGBROOK RD,,Collector,Scarborough,20.0,41,43.675345,-79.27639,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Fatal,SMV Other,unknown,3,,0,0,1,0,0,0,0,0,1,1,0,0,0,122,Birchcliffe-Cliffside (122),972
900242,-8835415.739,5411721.527000001,3407832,2006,2006/04/10 04:00:00+00,1744,17,ADELAIDE ST E,FREDERICK ST,,Major Arterial,Toronto and East York,13.0,51,43.651845,-79.36989,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,55 to 59,2,,0,0,1,1,0,0,0,0,0,1,0,0,0,73,Moss Park (73),896
900284,-8856933.797,5415199.244,3407953,2006,2006/04/11 04:00:00+00,1530,15,EGLINTON AVE W,MARTIN GROVE RD,,Major Arterial,Etobicoke York,,23,43.674445,-79.56319,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,60 to 64,2,,0,0,1,0,0,0,0,0,0,1,0,0,0,10,Princess-Rosethorn (10),898
900285,-8825686.416000001,5429893.975,3407955,2006,2006/04/11 04:00:00+00,1620,16,KENNEDY RD,PROGRESS AVE,,Major Arterial,Scarborough,21.0,41,43.769845000000004,-79.28249,Mid-Block,,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Sideswipe,40 to 44,2,,0,0,1,1,0,0,0,0,0,0,0,0,0,126,Dorset Park (126),900
900307,-8835059.517,5412044.622,3532675,2006,2006/04/11 04:00:00+00,1853,18,RICHMOND ST E,ONTARIO ST,,Major Arterial,Toronto and East York,13.0,51,43.653945,-79.36669,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Angle,55 to 59,2,,0,0,1,0,0,0,0,0,1,1,0,0,0,73,Moss Park (73),902
900756,-8840803.602,5411413.8270000005,3409199,2006,2006/05/03 04:00:00+00,1032,10,DUNDAS ST W,SHAW ST,,Major Arterial,Toronto and East York,,14,43.649845,-79.41829,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,unknown,3,,1,0,1,0,0,0,0,0,0,1,0,0,0,81,Trinity-Bellwoods (81),984
901141,-8839512.296,5425933.028,3410197,2006,2006/05/06 04:00:00+00,1830,18,YONGE ST,WILSON AVE,,Major Arterial,North York,,32,43.744145,-79.40669,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,90 to 94,2,,0,0,1,0,0,0,0,1,0,0,0,0,1,40,St.Andrew-Windfields (40),1000
901382,-8837230.247000001,5420541.476,3410815,2006,2006/05/08 04:00:00+00,1950,19,EGLINTON AVE E,FORMAN AVE,,Major Arterial,North York,15.0,53,43.709145,-79.38619,Intersection,,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Rear End,unknown,2,,0,0,1,0,0,0,0,0,0,0,0,0,0,99,Mount Pleasant East (99),312
901809,-8851145.183,5428152.182,3412019,2006,2006/04/18 04:00:00+00,10,1,FINCH AVE W,DRIFTWOOD AVE,,Major Arterial,Etobicoke York,7.0,31,43.758545,-79.51119,Mid-Block,,No Control,Clear,Dark,Dry,Non-Fatal Injury,Approaching,45 to 49,2,,0,0,1,0,0,0,0,1,0,0,0,0,0,24,Black Creek (24),909
902163,-8847939.182,5420295.08,3412939,2006,2006/04/19 04:00:00+00,1900,19,LAWRENCE AVE W,PIMLICO RD,,Major Arterial,Etobicoke York,5.0,12,43.707545,-79.48239000000001,Intersection,,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,70 to 74,2,,1,0,1,0,0,0,0,0,0,1,0,0,0,29,Maple Leaf (29),917
902180,-8841170.957,5416815.444,3532703,2006,2006/05/11 04:00:00+00,1536,15,VAUGHAN RD,LOUISE AVE,,Minor Arterial,Toronto and East York,12.0,13,43.684945,-79.42159000000001,Mid-Block,,No Control,Rain,Daylight,Wet,Non-Fatal Injury,Pedestrian Collisions,80 to 84,2,,1,0,1,0,0,0,0,0,0,0,0,0,0,106,Humewood-Cedarvale (106),325
902826,-8840035.498,5413814.156,3414716,2006,2006/05/03 04:00:00+00,900,9,BATHURST ST,BLOOR ST W,,Major Arterial,Toronto and East York,11.0,14,43.665445,-79.41139,Mid-Block,,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,unknown,2,,0,1,1,0,0,0,0,0,0,0,0,0,0,95,Annex (95),981
902863,-8844087.305,5412552.2129999995,3414824,2006,2006/04/25 04:00:00+00,800,8,BLOOR ST W,SYMINGTON AVE,,Major Arterial,Toronto and East York,9.0,11,43.657244,-79.447788,Intersection,At Intersection,Traffic Signal,Rain,Daylight,Wet,Non-Fatal Injury,Cyclist Collisions,unknown,2,,0,1,1,0,0,0,0,0,0,0,0,0,0,83,Dufferin Grove (83),938
903074,-8824395.11,5417246.477999999,3415418,2006,2006/04/26 04:00:00+00,920,9,KINGSTON RD,WARDEN AVE,,Major Arterial,Scarborough,20.0,41,43.687745,-79.27089000000001,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,75 to 79,2,,1,0,1,0,0,0,0,0,0,1,0,0,0,122,Birchcliffe-Cliffside (122),948
903114,-8856154.56,5405938.488,3415534,2006,2006/04/27 04:00:00+00,2044,20,THE QUEENSWAY,NORTH QUEEN ST,,Major Arterial,Etobicoke York,3.0,22,43.614245000000004,-79.55619,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Turning Movement,unknown,2,,0,0,1,0,0,0,0,1,0,0,0,0,0,14,Islington-City Centre West (14),952
903348,-8841337.936,5419371.155,3416134,2006,2006/04/28 04:00:00+00,1310,13,EGLINTON AVE W,OLD FOREST HILL RD,,Major Arterial,North York,,53,43.701545,-79.42309,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,70 to 74,2,,0,0,1,1,0,0,0,0,0,0,0,0,0,102,Forest Hill North (102),954
903432,-8834146.697,5431728.609,3416376,2006,2006/05/01 04:00:00+00,1610,16,96 NYMARK AVE,,,Collector,North York,17.0,33,43.781745,-79.35849,Mid-Block,,No Control,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,unknown,2,,0,0,1,0,0,0,0,1,1,1,0,0,0,47,Don Valley Village (47),976
903449,-8849074.641,5426950.074,3416416,2006,2006/05/17 04:00:00+00,1810,18,STILECROFT DR,SENTINEL RD,,Local,North York,6.0,31,43.750745,-79.49259,Mid-Block,,No Control,Rain,Daylight,Wet,Fatal,Pedestrian Collisions,30 to 34,3,,1,0,1,0,0,0,0,0,0,0,0,0,0,27,York University Heights (27),342
903786,-8837708.921,5412383.116,3551160,2006,2006/05/13 04:00:00+00,2047,20,ELM ST,MURRAY ST,,Collector,Toronto and East York,11.0,52,43.656145,-79.39049,Intersection,At Intersection,Stop Sign,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,unknown,2,,1,0,1,0,0,0,0,0,0,0,0,0,0,78,Kensington-Chinatown (78),331
903839,-8848395.592,5418401.132999999,3417452,2006,2006/05/01 04:00:00+00,1900,19,BLACK CREEK DR,TRETHEWEY DR,,Major Arterial,Etobicoke York,5.0,12,43.695245,-79.48649,Mid-Block,,No Control,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,40 to 44,2,,0,0,1,0,0,0,0,0,0,0,0,0,0,112,Beechborough-Greenbrook (112),977
903913,-8815767.849,5438283.855,3417679,2006,2006/05/02 04:00:00+00,1335,13,OLD FINCH AVE,SEWELLS RD,,Collector,Scarborough,25.0,42,43.824245,-79.19339000000001,Mid-Block,,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Approaching,20 to 24,2,,0,0,1,1,0,0,0,0,1,1,0,0,0,131,Rouge (131),979
903914,-8828892.417000001,5416353.643999999,3417684,2006,2006/05/20 04:00:00+00,150,1,WOODBINE AVE,GERRARD ST E,,Major Arterial,Toronto and East York,19.0,55,43.681945,-79.31129,Mid-Block,,No Control,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,unknown,2,,1,0,1,0,0,0,0,1,1,1,0,0,0,62,East End-Danforth (62),351
904105,-8830951.828,5415322.373,3551164,2006,2006/05/03 04:00:00+00,1842,18,GREENWOOD AVE,WALPOLE AVE,,Minor Arterial,Toronto and East York,14.0,55,43.675245000000004,-79.32979,Mid-Block,,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Approaching,40 to 44,2,,0,0,1,0,0,0,0,1,0,0,0,0,0,65,Greenwood-Coxwell (65),993
904107,-8820821.754,5433594.451,3418232,2006,2006/05/03 04:00:00+00,1520,15,MARKHAM RD,SHEPPARD AVE E,,Major Arterial,Scarborough,23.0,42,43.793845000000005,-79.23879000000001,Intersection,,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,unknown,2,,0,0,1,0,0,0,0,0,0,0,0,0,1,132,Malvern (132),989
904251,-8837096.662999999,5411629.216,3418653,2006,2006/05/05 04:00:00+00,1150,11,QUEEN ST W,YORK ST,,Major Arterial,Toronto and East York,10.0,52,43.651245,-79.38499,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,30 to 34,2,,1,0,1,0,0,0,0,0,0,0,0,0,0,76,Bay Street Corridor (76),999
904367,-8849230.488,5430726.453,3418957,2006,2006/05/05 04:00:00+00,36,3,KEELE ST,YORK BLVD,,Major Arterial,Etobicoke York,,31,43.775245,-79.49399,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Rear End,50 to 54,2,,0,0,1,0,0,0,0,1,0,1,0,0,0,27,York University Heights (27),997
904441,-8852970.822999999,5414137.324,3419174,2006,2006/05/07 04:00:00+00,1452,14,EDENBRIDGE DR,THE KINGSWAY,,Local,Etobicoke York,2.0,22,43.667545000000004,-79.52759,Mid-Block,,No Control,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,65 to 69,2,,0,0,1,0,0,0,0,1,0,0,0,0,0,9,Edenbridge-Humber Valley (9),307
904456,-8841894.533,5421034.2870000005,3532752,2006,2006/05/23 04:00:00+00,1840,18,BATHURST ST,GLENCAIRN AVE,,Major Arterial,North York,8.0,53,43.712345,-79.42809,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,40 to 44,3,,1,0,1,0,0,0,0,0,0,1,0,0,0,39,Bedford Park-Nortown (39),357
904596,-8848306.536,5411183.058999999,3419575,2006,2006/05/09 04:00:00+00,1632,16,BLOOR ST W,SOUTH KINGSWAY,,Major Arterial,Toronto and East York,4.0,11,43.648345,-79.48569,Intersection,,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,25 to 29,2,,0,0,1,1,0,0,0,0,0,1,0,0,0,87,High Park-Swansea (87),318
904614,-8823148.331,5432915.919,3419629,2006,2006/05/06 04:00:00+00,2314,23,SHEPPARD AVE E,BROWNSPRING RD,,Major Arterial,Scarborough,23.0,42,43.789445,-79.25969,Mid-Block,,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,55 to 59,2,,1,0,1,0,0,0,0,0,0,0,0,0,0,128,Agincourt South-Malvern West (128),305
904912,-8840503.04,5431420.242000001,3420435,2006,2006/05/03 04:00:00+00,1400,14,YONGE ST,FINCH AVE E,,Major Arterial,North York,18.0,32,43.779745,-79.41559000000001,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,30 to 34,2,,0,0,1,0,0,0,0,1,0,1,1,0,0,51,Willowdale East (51),987
905024,-8852570.072999999,5421819.759,3551170,2006,2006/05/11 04:00:00+00,1700,17,WILSON AVE,ELROSE AVE,,Major Arterial,Etobicoke York,7.0,31,43.717445,-79.52399,Mid-Block,,No Control,Rain,Daylight,Wet,Non-Fatal Injury,Pedestrian Collisions,55 to 59,2,,1,0,1,0,0,0,0,0,0,0,0,0,0,26,Downsview-Roding-CFB (26),327
905154,-8814610.126,5440058.429,3421080,2006,2006/05/11 04:00:00+00,610,6,MEADOWVALE RD,PLUG HAT RD,,Collector,Scarborough,25.0,42,43.835745,-79.18299,Mid-Block,,No Control,Rain,Daylight,Wet,Non-Fatal Injury,Approaching,unknown,2,,0,0,1,0,0,0,0,0,0,1,0,0,0,131,Rouge (131),321
905249,-8837630.997000001,5414599.0139999995,3421360,2006,2006/05/13 04:00:00+00,1225,12,BAY ST,CUMBERLAND ST,,Major Arterial,Toronto and East York,11.0,53,43.670545000000004,-79.38979,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,55 to 59,2,,1,0,1,0,0,0,0,0,0,0,0,0,0,95,Annex (95),329
905408,-8824840.387,5426749.738,3421775,2006,2006/05/28 04:00:00+00,550,5,KENNEDY RD,LAWRENCE AVE E,,Major Arterial,Scarborough,21.0,41,43.749445,-79.27489,Intersection,At Intersection,Traffic Signal,Clear,"Dusk, artificial",Dry,Non-Fatal Injury,SMV Other,unknown,2,,0,0,1,0,0,0,0,1,0,0,0,1,0,126,Dorset Park (126),375
905456,-8852859.502999999,5416415.216,3421897,2006,2006/05/28 04:00:00+00,1615,16,EGLINTON AVE W,ROYAL YORK RD,,Major Arterial,Etobicoke York,2.0,23,43.682345,-79.52659,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Other,Non-Fatal Injury,Turning Movement,unknown,2,,0,0,1,0,0,0,0,0,0,0,0,0,0,8,Humber Heights-Westmount (8),381
905457,-8840525.304,5415553.245,3421898,2006,2006/05/26 04:00:00+00,2214,22,BATHURST ST,DAVENPORT RD,,Major Arterial,Toronto and East York,12.0,13,43.676745000000004,-79.41579,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Cyclist Collisions,40 to 44,2,,0,1,0,0,0,0,0,0,0,0,0,0,0,96,Casa Loma (96),365
905761,-8834992.725,5414768.306,3422670,2006,2006/05/30 04:00:00+00,2328,23,ROSEDALE VALLEY RD,BAYVIEW AVE,,Minor Arterial,Toronto and East York,,51,43.671645,-79.36609,Mid-Block,,No Control,Clear,Dark,Dry,Fatal,SMV Other,25 to 29,3,,0,0,0,1,0,0,0,0,0,1,0,0,0,71,Cabbagetown-South St.James Town (71),387
905909,-8840603.227,5413798.767000001,3551180,2006,2006/05/08 04:00:00+00,1911,19,MANNING AVE,BLOOR ST W,,Local,Toronto and East York,11.0,14,43.665345,-79.41649,Mid-Block,,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,unknown,2,,1,0,1,0,0,0,0,0,1,1,0,0,0,95,Annex (95),309
906207,-8828881.285,5414506.674,3603123,2006,2006/06/02 04:00:00+00,734,7,KINGSTON RD,DUNDAS ST E,,Major Arterial,Toronto and East York,19.0,55,43.669945,-79.31119,Intersection,,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,50 to 54,3,,1,0,1,0,0,0,0,0,0,0,0,0,0,63,The Beaches (63),394
906225,-8844132.055,5430356.453,3423889,2006,2006/05/17 04:00:00+00,1137,11,FINCH AVE W,VIRGILWOOD DR,,Major Arterial,North York,6.0,32,43.772845000000004,-79.44819,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,50 to 54,2,,1,0,1,0,0,0,0,0,0,1,0,0,0,35,Westminster-Branson (35),338
906284,-8850065.384,5407829.882,3424043,2006,2006/05/09 04:00:00+00,710,7,THE QUEENSWAY,MORGAN AVE,,Major Arterial,Etobicoke York,3.0,22,43.626545,-79.50149,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,unknown,2,,0,0,1,0,0,0,0,1,0,0,0,0,0,16,Stonegate-Queensway (16),316
